SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning
CONTROL_SAMPLE_P1_A12;12;OID20223;Q6WN34;CHRDL2;0;Cardiometabolic;B04405;P1;PASS;-5.7443;-0.3401;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20224;Q01973;ROR1;0;Cardiometabolic;B04405;P1;PASS;-4.8941;-0.0738;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20225;Q8N1Q1;CA13;0;Cardiometabolic;B04405;P1;PASS;-4.3637;-2.8366;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20226;Q76M96;CCDC80;0;Cardiometabolic;B04405;P1;PASS;-6.6736;-0.7408;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20227;P09467;FBP1;0;Cardiometabolic;B04405;P1;PASS;-5.5604;-3.0825;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20228;P07711;CTSL;0;Cardiometabolic;B04405;P1;PASS;-5.9498;-0.1804;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20229;Q92823;NRCAM;0;Cardiometabolic;B04405;P1;PASS;-7.1109;-0.6814;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20230;P04792;HSPB1;0;Cardiometabolic;B04405;P1;PASS;-11.427;-4.2773;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20231;P07204;THBD;0;Cardiometabolic;B04405;P1;PASS;-5.3056;-0.5082;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20232;Q16773;KYAT1;0;Cardiometabolic;B04405;P1;WARN;-9.3267;-3.538;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20233;Q92520;FAM3C;0;Cardiometabolic;B04405;P1;PASS;-5.8157;1.3712;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20234;P19971;TYMP;0;Cardiometabolic;B04405;P1;PASS;-6.3803;-1.9808;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20235;Q8NBP7;PCSK9;0;Cardiometabolic;B04405;P1;PASS;-7.1789;-2.2537;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20236;Q16270;IGFBP7;0;Cardiometabolic;B04405;P1;PASS;-6.4732;-1.6528;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20237;P07911;UMOD;0;Cardiometabolic;B04405;P1;PASS;-6.5024;-0.5637;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20238;P55058;PLTP;0;Cardiometabolic;B04405;P1;PASS;-6.308;0.0679;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20239;Q13361;MFAP5;0;Cardiometabolic;B04405;P1;PASS;-6.5926;-0.6569;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20240;P01130;LDLR;0;Cardiometabolic;B04405;P1;PASS;-8.5671;-0.3655;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20241;P22748;CA4;0;Cardiometabolic;B04405;P1;PASS;-6.5474;-1.3607;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20242;P54760;EPHB4;0;Cardiometabolic;B04405;P1;PASS;-8.476;-2.334;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20243;P33151;CDH5;0;Cardiometabolic;B04405;P1;PASS;-6.1622;-1.9685;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20244;P23141;CES1;0;Cardiometabolic;B04405;P1;PASS;-7.4349;-1.4419;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20245;P15090;FABP4;0;Cardiometabolic;B04405;P1;PASS;-5.9688;-1.5079;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20246;P08833;IGFBP1;0;Cardiometabolic;B04405;P1;PASS;-7.5094;-0.8513;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20247;P00750;PLAT;0;Cardiometabolic;B04405;P1;PASS;-6.3647;-0.0811;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20248;P13598;ICAM2;0;Cardiometabolic;B04405;P1;PASS;-6.3548;-0.5237;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20249;Q76LX8;ADAMTS13;0;Cardiometabolic;B04405;P1;PASS;-6.3922;0.8284;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20250;Q01638;IL1RL1;0;Cardiometabolic;B04405;P1;PASS;-5.9593;-1.0901;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20251;Q99988;GDF15;0;Cardiometabolic;B04405;P1;PASS;-4.8483;-1.212;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20252;P04054;PLA2G1B;0;Cardiometabolic;B04405;P1;PASS;-8.3366;-2.0064;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20253;Q9UM47;NOTCH3;0;Cardiometabolic;B04405;P1;PASS;-7.6857;-2.4748;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20254;Q14767;LTBP2;0;Cardiometabolic;B04405;P1;PASS;-7.0488;-0.9729;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20255;Q03167;TGFBR3;0;Cardiometabolic;B04405;P1;PASS;-7.2153;-0.5655;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20256;P04275;VWF;0;Cardiometabolic;B04405;P1;PASS;-7.0536;-0.7768;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20257;Q5VY43;PEAR1;0;Cardiometabolic;B04405;P1;PASS;-4.9407;-0.5181;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20258;Q06141;REG3A;0;Cardiometabolic;B04405;P1;PASS;-7.3361;-1.8667;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20259;P55808;XG;0;Cardiometabolic;B04405;P1;PASS;-7.0614;-3.4099;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20260;P48960;ADGRE5;0;Cardiometabolic;B04405;P1;PASS;-7.8263;-1.909;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20261;P04066;FUCA1;0;Cardiometabolic;B04405;P1;PASS;-8.3296;-1.2066;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20262;Q9NNX6;CD209;0;Cardiometabolic;B04405;P1;PASS;-7.8713;-0.9581;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20263;P02144;MB;0;Cardiometabolic;B04405;P1;PASS;-7.8195;0.6642;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20264;Q9UBP4;DKK3;0;Cardiometabolic;B04405;P1;PASS;-6.1958;-0.5955;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20265;O14798;TNFRSF10C;0;Cardiometabolic;B04405;P1;PASS;-6.9017;-1.4648;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20266;P48304;REG1B;0;Cardiometabolic;B04405;P1;PASS;-8.2453;-0.9744;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20267;P01589;IL2RA;0;Cardiometabolic;B04405;P1;PASS;-8.2087;-1.4678;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20268;P09619;PDGFRB;0;Cardiometabolic;B04405;P1;PASS;-6.4382;-1.5903;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20269;P08581;MET;0;Cardiometabolic;B04405;P1;PASS;-7.8366;-1.0806;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20270;Q96AP7;ESAM;0;Cardiometabolic;B04405;P1;PASS;-4.7948;-0.68;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20271;P07451;CA3;0;Cardiometabolic;B04405;P1;PASS;-7.2753;0.1005;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20272;Q9Y275;TNFSF13B;0;Cardiometabolic;B04405;P1;PASS;-7.4157;-0.5759;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20273;Q13740;ALCAM;0;Cardiometabolic;B04405;P1;PASS;-5.4579;-0.5289;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20274;P14555;PLA2G2A;0;Cardiometabolic;B04405;P1;PASS;-4.4405;-1.1558;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20275;P08118;MSMB;0;Cardiometabolic;B04405;P1;PASS;-2.1424;-1.0197;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20276;P07858;CTSB;0;Cardiometabolic;B04405;P1;PASS;-4.5946;0.8479;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20277;P32942;ICAM3;0;Cardiometabolic;B04405;P1;WARN;-5.8784;-0.1646;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20278;Q07507;DPT;0;Cardiometabolic;B04405;P1;PASS;-7.8875;0.0525;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20279;Q9NQ79;CRTAC1;0;Cardiometabolic;B04405;P1;PASS;-7.5675;1.4328;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20280;P15085;CPA1;0;Cardiometabolic;B04405;P1;PASS;-8.0538;0.0075;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20281;Q86U17;SERPINA11;0;Cardiometabolic;B04405;P1;PASS;-7.9588;0.8656;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20282;Q9H2A7;CXCL16;0;Cardiometabolic;B04405;P1;PASS;-9.2493;0.0596;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20283;O75326;SEMA7A;0;Cardiometabolic;B04405;P1;PASS;-8.4257;-1.0487;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20284;P17931;LGALS3;0;Cardiometabolic;B04405;P1;PASS;-7.9377;-1.506;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20285;Q9H1U4;MEGF9;0;Cardiometabolic;B04405;P1;PASS;-8.3063;-0.3488;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20286;P31146;CORO1A;0;Cardiometabolic;B04405;P1;PASS;-7.7336;-5.1039;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20287;P17813;ENG;0;Cardiometabolic;B04405;P1;PASS;-6.7261;-0.0056;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20288;Q13822;ENPP2;0;Cardiometabolic;B04405;P1;PASS;-4.4717;-1.8167;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20289;P15086;CPB1;0;Cardiometabolic;B04405;P1;PASS;-4.6322;-0.8448;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20290;P16581;SELE;0;Cardiometabolic;B04405;P1;PASS;-8.0695;0.0805;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20291;P19021;PAM;0;Cardiometabolic;B04405;P1;PASS;-5.8048;0.5981;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20292;P12111;COL6A3;0;Cardiometabolic;B04405;P1;PASS;-8.9462;-0.1173;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20293;Q15828;CST6;0;Cardiometabolic;B04405;P1;WARN;-7.2631;-0.0569;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20294;P04080;CSTB;0;Cardiometabolic;B04405;P1;PASS;-4.6709;-1.0788;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20295;P80370;DLK1;0;Cardiometabolic;B04405;P1;PASS;-8.2259;-0.3645;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20296;P08236;GUSB;0;Cardiometabolic;B04405;P1;PASS;-5.1118;-0.928;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20297;Q14162;SCARF1;0;Cardiometabolic;B04405;P1;PASS;-7.2974;-1.5985;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20298;P09093;CELA3A;0;Cardiometabolic;B04405;P1;PASS;-6.341;-2.0905;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20299;P48745;CCN3;0;Cardiometabolic;B04405;P1;PASS;-5.1877;-0.4253;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20300;Q9Y4L1;HYOU1;0;Cardiometabolic;B04405;P1;PASS;-5.0807;-0.5339;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20301;Q8N423;LILRB2;0;Cardiometabolic;B04405;P1;WARN;-9.469;-0.5316;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20302;P15907;ST6GAL1;0;Cardiometabolic;B04405;P1;PASS;-8.1589;-1.9224;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20303;P35590;TIE1;0;Cardiometabolic;B04405;P1;PASS;-6.4106;0.5756;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20304;P78324;SIRPA;0;Cardiometabolic;B04405;P1;PASS;-7.7164;-0.1841;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20305;P42574;CASP3;0;Cardiometabolic;B04405;P1;PASS;-6.4602;-3.539;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20306;Q13332;PTPRS;0;Cardiometabolic;B04405;P1;WARN;-5.5387;0.4978;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20307;Q12860;CNTN1;0;Cardiometabolic;B04405;P1;PASS;-4.9762;-0.8576;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20308;Q8TDL5;BPIFB1;0;Cardiometabolic;B04405;P1;PASS;-7.2793;2.1948;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20309;P20160;AZU1;0;Cardiometabolic;B04405;P1;PASS;-3.7404;-0.0783;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20310;P10586;PTPRF;0;Cardiometabolic;B04405;P1;PASS;-7.0837;-0.4285;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20311;P46531;NOTCH1;0;Cardiometabolic;B04405;P1;PASS;-7.5251;1.5022;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20312;Q13231;CHIT1;0;Cardiometabolic;B04405;P1;PASS;-7.525;0.1111;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20313;P04085;PDGFA;0;Cardiometabolic;B04405;P1;PASS;-4.9685;-1.7993;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20314;P13686;ACP5;0;Cardiometabolic;B04405;P1;PASS;-7.4437;-0.472;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20315;P05107;ITGB2;0;Cardiometabolic;B04405;P1;PASS;-7.0059;0.3469;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20316;P25445;FAS;0;Cardiometabolic;B04405;P1;PASS;-9.0127;-0.6148;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20317;O15031;PLXNB2;0;Cardiometabolic;B04405;P1;PASS;-8.0059;-0.3864;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20318;Q14393;GAS6;0;Cardiometabolic;B04405;P1;PASS;-9.3196;0.1732;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20319;P00533;EGFR;0;Cardiometabolic;B04405;P1;PASS;-5.0876;-0.9785;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20320;Q16769;QPCT;0;Cardiometabolic;B04405;P1;PASS;-6.1534;1.1253;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20321;O00584;RNASET2;0;Cardiometabolic;B04405;P1;PASS;-7.1088;-0.5406;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20322;P10451;SPP1;0;Cardiometabolic;B04405;P1;PASS;-8.8969;0.1239;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20323;Q8NHL6;LILRB1;0;Cardiometabolic;B04405;P1;PASS;-9.0229;-1.7917;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20324;O75023;LILRB5;0;Cardiometabolic;B04405;P1;PASS;-9.1401;-0.2924;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20325;P18065;IGFBP2;0;Cardiometabolic;B04405;P1;PASS;-6.1879;-0.164;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20326;P19957;PI3;0;Cardiometabolic;B04405;P1;PASS;-3.6837;0.8713;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20327;Q9HD89;RETN;0;Cardiometabolic;B04405;P1;PASS;-9.1908;-0.8376;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20328;Q16663;CCL15;0;Cardiometabolic;B04405;P1;PASS;-8.7069;-0.3064;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20329;P24158;PRTN3;0;Cardiometabolic;B04405;P1;PASS;-5.1383;-0.8177;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20330;Q12884;FAP;0;Cardiometabolic;B04405;P1;PASS;-2.6728;0.3981;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20331;P23284;PPIB;0;Cardiometabolic;B04405;P1;PASS;-6.6081;-4.9189;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20332;P39060;COL18A1;0;Cardiometabolic;B04405;P1;PASS;-7.0077;1.5916;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20333;P04746;AMY2A;0;Cardiometabolic;B04405;P1;PASS;-5.9838;0.922;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20334;O15467;CCL16;0;Cardiometabolic;B04405;P1;PASS;-7.269;0.7878;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20335;P02452;COL1A1;0;Cardiometabolic;B04405;P1;WARN;-2.3092;1.1483;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20336;Q13867;BLMH;0;Cardiometabolic;B04405;P1;PASS;-4.7039;0.4103;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20337;P42785;PRCP;0;Cardiometabolic;B04405;P1;PASS;-5.8393;-0.5569;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20338;O75594;PGLYRP1;0;Cardiometabolic;B04405;P1;PASS;-6.6787;0.6861;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20339;P13987;CD59;0;Cardiometabolic;B04405;P1;PASS;-6.418;1.2965;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20340;P19961;AMY2B;0;Cardiometabolic;B04405;P1;PASS;-7.6166;-2.9932;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20341;P20062;TCN2;0;Cardiometabolic;B04405;P1;PASS;-10.3679;0.1874;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20342;P05121;SERPINE1;0;Cardiometabolic;B04405;P1;PASS;-9.063;-1.4922;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20343;P43121;MCAM;0;Cardiometabolic;B04405;P1;PASS;-6.7268;-3.1885;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20344;P59665;DEFA1_DEFA1B;0;Cardiometabolic;B04405;P1;PASS;-4.7792;-1.9983;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20345;Q6EMK4;VASN;0;Cardiometabolic;B04405;P1;PASS;-6.2237;-2.0312;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20346;Q13508;ART3;0;Cardiometabolic;B04405;P1;PASS;-7.4048;-2.5942;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20347;Q96KN2;CNDP1;0;Cardiometabolic;B04405;P1;PASS;-6.2887;-0.5656;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20348;O95998;IL18BP;0;Cardiometabolic;B04405;P1;PASS;-5.3299;-1.9786;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20349;P00740;F9;0;Cardiometabolic;B04405;P1;PASS;-7.7798;-1.613;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20350;P15144;ANPEP;0;Cardiometabolic;B04405;P1;PASS;-5.4466;-1.9835;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20351;A1L4H1;SSC5D;0;Cardiometabolic;B04405;P1;WARN;-8.5453;-2.0392;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20352;Q06033;ITIH3;0;Cardiometabolic;B04405;P1;PASS;-7.3957;-2.7952;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20353;P12830;CDH1;0;Cardiometabolic;B04405;P1;PASS;-5.8232;-0.7007;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20354;P13591;NCAM1;0;Cardiometabolic;B04405;P1;PASS;-7.1028;-1.9013;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20355;P18428;LBP;0;Cardiometabolic;B04405;P1;PASS;-9.4355;-3.9973;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20356;Q99650;OSMR;0;Cardiometabolic;B04405;P1;PASS;-3.1928;-0.4869;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20357;Q12794;HYAL1;0;Cardiometabolic;B04405;P1;PASS;-7.1296;-2.4443;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20358;P07339;CTSD;0;Cardiometabolic;B04405;P1;PASS;-2.1217;-0.6324;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20359;P24821;TNC;0;Cardiometabolic;B04405;P1;PASS;-6.8052;-0.2639;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20360;Q86VB7;CD163;0;Cardiometabolic;B04405;P1;PASS;-6.1723;-0.3832;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20361;Q14515;SPARCL1;0;Cardiometabolic;B04405;P1;PASS;-4.4601;-1.1101;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20362;P14543;NID1;0;Cardiometabolic;B04405;P1;PASS;-5.5098;0.2677;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20363;P30530;AXL;0;Cardiometabolic;B04405;P1;PASS;-6.2361;-0.147;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20364;P07478;PRSS2;0;Cardiometabolic;B04405;P1;PASS;-5.4035;-1.5227;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20365;Q9UBR2;CTSZ;0;Cardiometabolic;B04405;P1;PASS;-4.4215;-1.2537;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20366;O00533;CHL1;0;Cardiometabolic;B04405;P1;PASS;-7.2536;-1.2376;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20367;Q9BXJ1;C1QTNF1;0;Cardiometabolic;B04405;P1;PASS;-7.6897;-1.764;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20368;P35443;THBS4;0;Cardiometabolic;B04405;P1;PASS;-7.2371;-0.1119;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20369;P02786;TFRC;0;Cardiometabolic;B04405;P1;PASS;-5.9476;-2.3257;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20370;P10721;KIT;0;Cardiometabolic;B04405;P1;PASS;-7.5201;-1.2485;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20371;Q07654;TFF3;0;Cardiometabolic;B04405;P1;PASS;-5.2358;-1.5505;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20372;P08709;F7;0;Cardiometabolic;B04405;P1;PASS;-7.9783;-1.523;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20373;Q99969;RARRES2;0;Cardiometabolic;B04405;P1;PASS;-7.3621;-1.5838;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20374;O95445;APOM;0;Cardiometabolic;B04405;P1;PASS;-8.7177;-1.2013;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20375;Q96H15;TIMD4;0;Cardiometabolic;B04405;P1;PASS;-7.2027;-0.4557;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20376;P05556;ITGB1;0;Cardiometabolic;B04405;P1;PASS;-5.929;-1.0329;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20377;P08174;CD55;0;Cardiometabolic;B04405;P1;PASS;-5.7513;-0.4091;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20378;P08571;CD14;0;Cardiometabolic;B04405;P1;PASS;-7.5903;1.5323;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20379;P16109;SELP;0;Cardiometabolic;B04405;P1;PASS;-7.5559;-0.6874;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20380;P15529;CD46;0;Cardiometabolic;B04405;P1;PASS;-7.5864;-0.9554;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20381;P07359;GP1BA;0;Cardiometabolic;B04405;P1;PASS;-6.4575;0.4261;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20382;Q15485;FCN2;0;Cardiometabolic;B04405;P1;PASS;-7.5368;0.2825;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20383;P98160;HSPG2;0;Cardiometabolic;B04405;P1;PASS;-5.6569;-0.2378;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20384;Q15113;PCOLCE;0;Cardiometabolic;B04405;P1;PASS;-11.983;-3.3469;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20385;P08887;IL6R;0;Cardiometabolic;B04405;P1;PASS;-7.4514;0.2647;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20386;P00441;SOD1;0.1364;Cardiometabolic;B04405;P1;PASS;-1.8422;-0.2311;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20387;O75015;FCGR3B;0;Cardiometabolic;B04405;P1;PASS;-6.4777;-0.4868;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20388;P10646;TFPI;0;Cardiometabolic;B04405;P1;PASS;-7.1295;0.8572;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20389;Q16853;AOC3;0;Cardiometabolic;B04405;P1;WARN;-4.3369;0.4477;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20390;O14786;NRP1;0;Cardiometabolic;B04405;P1;PASS;-4.5891;-0.5329;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20391;P12318;FCGR2A;0;Cardiometabolic;B04405;P1;PASS;-7.0333;0.686;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20392;P80188;LCN2;0;Cardiometabolic;B04405;P1;PASS;-3.7859;0.4715;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20393;P20023;CR2;0;Cardiometabolic;B04405;P1;PASS;-7.1489;-0.6467;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20394;Q9NZK5;ADA2;0;Cardiometabolic;B04405;P1;PASS;-7.4205;0.2763;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20395;P55774;CCL18;0;Cardiometabolic;B04405;P1;PASS;-8.755;-0.401;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20396;P19320;VCAM1;0;Cardiometabolic;B04405;P1;PASS;-4.0153;1.4262;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20397;Q9NPY3;CD93;0;Cardiometabolic;B04405;P1;PASS;-7.5899;0.2612;Plate control;PASS
CONTROL_SAMPLE_P1_A12;12;OID20398;P17936;IGFBP3;0;Cardiometabolic;B04405;P1;PASS;-9.6034;-1.4206;Plate control;PASS
